startupName,startupActivitySector,startupCreatedAt,startupLogo,startupWebsite,startupLabelDate,startupDescription,startupFounders,startupEmail,startupPhone
Care-Up,HealthTech,2021,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,null,01/2022,"Care-up est une plateforme de rendez-vous en ligne qui permet de mettre en relation des patients ayant besoin de soins à domicile avec des professionnels de santé libéraux (infirmier(e)s, kinésithérapeutes, aides soignant(e)s).","Adam Marzouki, Emna Graja",n.a.,n.a.
BUS SOFTWARE,Consumer products and services,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/bus.png,https://www.winicari.tn/,05/2019,Bus Software offers a new perception device on public transport with a SAEIV (Système d'Aide à l'Exploitation et d'Information des Voyageurs).,"Amor Sahnoun, Makrem Erguez",n.a.,n.a.
Tap4glam,Commerce and shopping,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/TAP4GLAM.png,http://www.tap4glam.com,01/2020,Tap4glam is the first platform for booking beauty services on demand in Tunisia online or mobile. The uber of Tunisian beauty.,Maya Touati,n.a.,n.a.
Domoticaza,Consumer products and services,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/logo-iotics.png,https://iotics.tn,05/2020,"IOTICS designs, manufactures and markets home automation solutions for businesses and individuals, Android has turned phones into smartphones, IOTICS can turn any electronic equipment into a smart product.","Mohamed Zouhaier Zammel, Youssef Barketi",n.a.,n.a.
iFarming Solutions,Agritech,2022,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Logo-iFarming-2090x170.png,https://ifarming-solutions.com/,02/2023,Une application mobile pour le conseil agricole digital en temps réel.,"Rabeb FERSI, Samir CHEBIL, Chahine FERSI, Yassine AWADNI, Riadh JOMAA",contact@ifarming-solutions.com,52207808
Dataperformers,Business Software and services,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/dataperformers.png,http://www.dataperformers.com,09/2019,Dataperformers is a company of applied artificial intelligence having as a speciality the predictive analysis and the digital vision (computer vision).,Mehdi Merai,n.a.,n.a.
study.tn,EdTech,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Study.png,https://www.study.tn/,05/2019,Study.tn is a Tunisian e-learning platform that brings the best to teach the masses through high-quality video-based courses.,"Nidhal Abidi, Nadhir Abidi, Mohamed Salim Hadrich, Saif Hamdawi",n.a.,n.a.
AfiaTech,HealthTech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/7-AfiaTech.png,https://medicatn-c6c40.firebaseapp.com/,09/2020,AfiaTech offers technological solutions to facilitate the daily life of healthcare professionals.,Laith Glissa,n.a.,n.a.
Meeda smart table,Consumer products and services,2022,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://www.kickstarter.com/projects/meeda/meeda-a-cooler-in-a-smart-table-suitable-for-indoor-outdoor,11/2022,"Meeda, a cooler in a smart table suitable for indoor/outdoor","Aziz Annabi, Haroun Ben Hariz, Salah Tbessi, Ilhem Mrabet",contact@meeda.shop,+21652919919
أقضيلي,Mobility,2022,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Logo AQDHILI 80;80.jpg,https://aqdhili.tn,08/2022,"A mobile application links people, who need services and have no time, with cyclists who are free and need jobs.","Mohamed Alaya Bouabda, Sofiene Haouas, Sahbi Helali, Mohamed Ali Nakouri",support@aqdhili.tn,50328375
YAGRI,Agritech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/14-YAGRI.png,https://yagri.app/,07/2021,YAGRI is a web platform coupled with humidity and temperature sensors that aims to manage the irrigation of fields.,"Yasser Belguesmi, Dorsaf Bouallagui",n.a.,n.a.
Sentinel Data,HealthTech,2017,https://admin.startup.gov.tn/storage/application_sessions/images/logos/sentineldata.png,http://sentinel.com.tn,02/2020,"Sentinel Data offers a state-of-the-art solution for the collection, securing, processing, analysis and exploitation of pharmaceutical data.","Walid MNIF, Oussama ELKACEH, Aymen Fourti",n.a.,n.a.
REM4U,TravelTech,2022,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://www.preprod.airportmobility.rem4u.com/,08/2022,"Organizations of airport mobility and collection, processing and sharing of travel data","ANOUAR KANZARI, Nedya kanzari, Mayssa Ben kahla, jlassi wael, aymen sellaouti, Dalel Kanzari, Abdelmonem Tlili, Mohamed Ali Toumi",n.a.,n.a.
Fluoink Nanotechnologies,HealthTech,2022,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Logo Fluoink khawla.jpeg,https://barkallaholfaa.wixsite.com/website,11/2022,"Fluoink Nanotechnologies  produces nanostructered advanced materials as additives for paints, inks, varnishes, polymers and textiles. It's first patented product nanosilver additive is used to produce antibacterial paints which protects hospitals and working places from any pandemic and nosocomial contaminations.","Ramzi Maalej, Fakher Chabchoub, Hanen Douiri, Marwa Abid",ramzi.maalej@fss.usf.tn,+21698656305
NewGen,Ad Tech and Creative Tech,2016,https://admin.startup.gov.tn/storage/application_sessions/images/logos/newgen.png,https://www.newgen-studio.com,06/2019,NewGen is a startup specialized in video game development. We started out making virtual and augmented reality games as a service product and then focused on creating our own product (game) to sell internationally.,Seifeddine Ben Hamouda,n.a.,n.a.
Quantylix Risk & Data,Fintech,2020,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,http://www.quantylix.com,06/2020,Quantylix Risk & DATA is a RegTech. It develops innovative solutions to better meet the regulatory and prudential requirements of financial institutions mainly.,"Hamza Amiri, Moez Hammami, Mohamed Bessa",n.a.,n.a.
EasyBank,Fintech,2023,https://admin.startup.gov.tn/storage/application_sessions/images/logos/logo easy bank_1.png,https://app.easybank.tn/,07/2023,"A digital platform that provides instant, secure access to existing banking services and financial information for employees of large companies.","Mohamed Khelifi, Maher Khelifi",contact@easybank.tn,98617151
Pura solutions,HealthTech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/PURA-Solutions.png,http://www.pura-tech.com/,02/2021,Pura solutions develops environmental and social solutions for pandemic prevention and sterilization of objects and spaces with multiple medical and daily uses,Jaweher Chatbri,n.a.,n.a.
myCarCare,Mobility,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/19-SAYARTICARE.png,https://www.mycarcare.app/,08/2021,myCarCare develops technological solutions for the automotive sector to monitor and diagnose vehicles in real time and remotely.,"Rami Brahem, Amani Bettaieb, Ahmed Ben Yedder",n.a.,n.a.
HERUNDO,Business Software and services,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Herundo.png,https://www.herundo.com,06/2019,"Herundo provides end-to-end solutions for companies to launch their e-commerce activity locally and internationally, with a successful customer experience.","Nizar Bouguila, Becem Jallouli, Mohamed Boujelbane",n.a.,n.a.
Think-it,Business Software and services,2017,https://admin.startup.gov.tn/storage/application_sessions/images/logos/ThinkIT.png,https://think-it.io/,05/2020,Our collective develops AI and Cloud solutions to help innovation leaders achieve high quality results at lower costs.,"Mehemed Bougsea, Josha Raue",n.a.,n.a.
EMNA HUSSEIN,Ad Tech and Creative Tech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/4-EMNA-HUSSEIN.png,https://emnahussein.com/,06/2021,"Emna Hussein is a digital clothing brand designed for women, whatever their morphology and colorimetry.",Emna Hussein,n.a.,n.a.
ELBIO,FoodTech & New Food,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/9-STE-BYBIO.png,http://www.elbio.tn/,08/2021,ELBIO is an online platform for selling organic and healthy products. It offers nutritional advice and a calorie calculation application.,"Sana Saadani, Haythem Dridi, Syrine Guettat",n.a.,n.a.
Club privilèges,Commerce and shopping,2017,https://admin.startup.gov.tn/storage/application_sessions/images/logos/clubprevilege.png,http://www.clubprivileges.app,01/2020,The Privileges Club is a reward-based loyalty platform allowing its users to get permanent discounts at more than 300 partners.,"Issam Essefi, Imededdine Essafi, Iheb Beji",n.a.,n.a.
Wassaloo,Agritech,2021,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://wassaloo.tn/,08/2021,"Wassaloo is a platform for sourcing fresh produce directly from consumers to producers, without intermediaries.","Abdeljelil Lazaar, Mustapha Guellaty, Mohamed Zouhaier Zammel",n.a.,n.a.
Kartago Dattes Snacks,Agritech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Kartago-Dattes-Snacks.png,http://www.kartagodattes.tn,03/2021,"Kartago produces organic and 100% natural date-based ingredients such as sugar, date syrup and date oil.",fares horchani,n.a.,n.a.
Be bouncy,Ad Tech and Creative Tech,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/bebouncy.png,null,11/2019,"Be bouncy is an internet platform that includes the creation of visuals, the management of social networks and the analysis of results.","Ayoub Ben Younes, Sophie Alexandra Aiachi, Assad Ben Mrad",n.a.,n.a.
IRIS Technologies,Agritech,2016,https://admin.startup.gov.tn/storage/application_sessions/images/logos/IRIS-Technologies.png,https://www.smartbeekeeper.com/,12/2020,Precision beekeeping technology dedicated to beekeepers to protect their hives against theft and provide remote monitoring.,Khaled Bouchoucha,n.a.,n.a.
Marhba.tn Experiences,TravelTech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Marhba.tn-Experiences.png,https://www.marhba.com/,03/2021,Marhba.tn is a platform that connects organizers of local cultural and tourist experiences with their Tunisian and foreign target customers.,"Farouk Oueslati, Dorsaf Touil",n.a.,n.a.
iCan-C,HealthTech,2021,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,#,03/2021,iCan-C is a smart cane that detects possible obstacles around a visually impaired person and translates them into information that can be understood by the visually impaired or blind person.,"Ali Ajili, Yosr Jazzar, Fatnassi Hilmi",n.a.,n.a.
Klink,Ad Tech and Creative Tech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Klink.booking.png,http://www.klink.tn,08/2020,"Klink is an artistic booking platform, which will allow artists and event organizers to get in touch.","Sherazade Amous, Sendy Zardi, Hichem Zidi, Zied Hagui",n.a.,n.a.
DIGITAL CITY INNOVATION,Social Business,2023,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,null,02/2023,"Operating in Smart Mobility ecosystem , DCI offers a new personale transportation service in collaboration with individuel transportation Professional","Hassouna Ben Jemaa, Noomen Tounsi",n.a.,n.a.
Bitaqa,Business Software and services,2022,https://admin.startup.gov.tn/storage/application_sessions/images/logos/logo carré bitaqa.png,https://bitaqa.tn,12/2022,Bitaqa.tn reinvents and offers smart business cards with NFC technology that allow you to exchange contacts and social networks.,Amine Miladi,contact@bitaqa.tn,21707614
She Shares,Commerce and shopping,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/sheshares.png,http://www.sheshares.store/,04/2020,She shares is a company of grouping of purchase and mutualization of transport for the raw materials used by the craftsmen in the rural environment,"Kaouther Mouelhi, Hamza Arfaoui",n.a.,n.a.
ECHO,Business Software and services,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/echo.png,http://www.echo.aero,06/2019,ECHO innovates in the digital field around an online platform guaranteeing the design and certification of aircraft cabin fittings.,Amine Laaroussi,n.a.,n.a.
SAFOZI SARL,Business Software and services,2012,https://admin.startup.gov.tn/storage/application_sessions/images/logos/safozi.png,http://www.safozi.com,06/2019,"SAFOZI is the first regional provider of ICT infrastructure services, such as hosting services and Cloud servers (Public Cloud: IaaS and PaaS).",Zied Ouled Ali,n.a.,n.a.
Vivia Clinical Network,HealthTech,2022,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://www.vivianet.com/,10/2022,"Vivia Clinical Network (VCN) is an innovative startup specialized in intelligent and disruptive software solutions that address the challenges pharma companies face with operational products and services. In fact, the phenomenal increase of digitized medical data coupled with the advancement of Artificial Intelligence (AI) are great opportunities for all healthcare players.","Wissal Farjallah, Lotfi Ben Romdhane, Lotfi Ammar, Souad Dziri",n.a.,n.a.
